keff,panels_deg,areal_dens,type,solbor,burnup,vf
0.79823,200,0.012,pwr,1500,37,0
0.78436,0,0.014,pwr,1500,37,0
0.78437,1,0.014,pwr,1500,37,0
0.78462,2,0.014,pwr,1500,37,0
0.78495,3,0.014,pwr,1500,37,0
0.78493,4,0.014,pwr,1500,37,0
0.78478,8,0.014,pwr,1500,37,0
0.78513,12,0.014,pwr,1500,37,0
0.78536,20,0.014,pwr,1500,37,0
0.78768,40,0.014,pwr,1500,37,0
0.78992,80,0.014,pwr,1500,37,0
0.7945,200,0.014,pwr,1500,37,0
0.78436,0,0.016,pwr,1500,37,0
0.78449,1,0.016,pwr,1500,37,0
0.78472,2,0.016,pwr,1500,37,0
0.78388,3,0.016,pwr,1500,37,0
0.78447,4,0.016,pwr,1500,37,0
0.78516,8,0.016,pwr,1500,37,0
0.78479,12,0.016,pwr,1500,37,0
0.78593,20,0.016,pwr,1500,37,0
0.78653,40,0.016,pwr,1500,37,0
0.78783,80,0.016,pwr,1500,37,0
0.7921,200,0.016,pwr,1500,37,0
0.78436,0,0.018,pwr,1500,37,0
0.78419,1,0.018,pwr,1500,37,0
0.78499,2,0.018,pwr,1500,37,0
0.78441,3,0.018,pwr,1500,37,0
0.78444,4,0.018,pwr,1500,37,0
0.78465,8,0.018,pwr,1500,37,0
0.78453,12,0.018,pwr,1500,37,0
0.78478,20,0.018,pwr,1500,37,0
0.78562,40,0.018,pwr,1500,37,0
0.78634,80,0.018,pwr,1500,37,0
0.78888,200,0.018,pwr,1500,37,0
0.78436,0,0.02,pwr,1500,37,0
0.78414,1,0.02,pwr,1500,37,0
0.78395,2,0.02,pwr,1500,37,0
0.78449,3,0.02,pwr,1500,37,0
0.7844,4,0.02,pwr,1500,37,0
0.78448,8,0.02,pwr,1500,37,0
0.78465,12,0.02,pwr,1500,37,0
0.78509,20,0.02,pwr,1500,37,0
0.78487,40,0.02,pwr,1500,37,0
0.78515,80,0.02,pwr,1500,37,0
0.78668,200,0.02,pwr,1500,37,0
0.78436,0,0.022,pwr,1500,37,0
0.78424,1,0.022,pwr,1500,37,0
0.78435,2,0.022,pwr,1500,37,0
0.7845,3,0.022,pwr,1500,37,0
0.7846,4,0.022,pwr,1500,37,0
0.78455,8,0.022,pwr,1500,37,0
0.78451,12,0.022,pwr,1500,37,0
0.78493,20,0.022,pwr,1500,37,0
0.78485,40,0.022,pwr,1500,37,0
0.78458,80,0.022,pwr,1500,37,0
0.78436,200,0.022,pwr,1500,37,0
0.74147,0,1.00E-11,pwr,2000,37,0
0.74143,1,1.00E-11,pwr,2000,37,0
0.7426,2,1.00E-11,pwr,2000,37,0
0.74542,3,1.00E-11,pwr,2000,37,0
0.74921,4,1.00E-11,pwr,2000,37,0
0.76074,8,1.00E-11,pwr,2000,37,0
0.7691,12,1.00E-11,pwr,2000,37,0
0.78075,20,1.00E-11,pwr,2000,37,0
0.79513,40,1.00E-11,pwr,2000,37,0
0.80434,80,1.00E-11,pwr,2000,37,0
0.81751,200,1.00E-11,pwr,2000,37,0
0.74147,0,0.002,pwr,2000,37,0
0.74166,1,0.002,pwr,2000,37,0
0.74163,2,0.002,pwr,2000,37,0
0.74224,3,0.002,pwr,2000,37,0
0.74292,4,0.002,pwr,2000,37,0
0.7474,8,0.002,pwr,2000,37,0
0.75221,12,0.002,pwr,2000,37,0
0.75914,20,0.002,pwr,2000,37,0
0.76931,40,0.002,pwr,2000,37,0
0.77693,80,0.002,pwr,2000,37,0
0.78828,200,0.002,pwr,2000,37,0
0.74147,0,0.004,pwr,2000,37,0
0.74146,1,0.004,pwr,2000,37,0
0.74181,2,0.004,pwr,2000,37,0
0.74195,3,0.004,pwr,2000,37,0
0.74296,4,0.004,pwr,2000,37,0
0.74422,8,0.004,pwr,2000,37,0
0.7474,12,0.004,pwr,2000,37,0
0.75247,20,0.004,pwr,2000,37,0
0.7581,40,0.004,pwr,2000,37,0
0.76514,80,0.004,pwr,2000,37,0
0.77525,200,0.004,pwr,2000,37,0
0.74147,0,0.006,pwr,2000,37,0
0.74103,1,0.006,pwr,2000,37,0
0.74121,2,0.006,pwr,2000,37,0
0.74161,3,0.006,pwr,2000,37,0
0.74156,4,0.006,pwr,2000,37,0
0.74321,8,0.006,pwr,2000,37,0
0.74466,12,0.006,pwr,2000,37,0
0.7482,20,0.006,pwr,2000,37,0
0.7532,40,0.006,pwr,2000,37,0
0.75924,80,0.006,pwr,2000,37,0
0.76744,200,0.006,pwr,2000,37,0
0.74147,0,0.008,pwr,2000,37,0
0.74084,1,0.008,pwr,2000,37,0
0.74162,2,0.008,pwr,2000,37,0
0.74173,3,0.008,pwr,2000,37,0
0.74197,4,0.008,pwr,2000,37,0
0.74199,8,0.008,pwr,2000,37,0
0.74369,12,0.008,pwr,2000,37,0
0.74531,20,0.008,pwr,2000,37,0
0.74942,40,0.008,pwr,2000,37,0
0.75384,80,0.008,pwr,2000,37,0
0.76192,200,0.008,pwr,2000,37,0
0.74147,0,0.01,pwr,2000,37,0
0.74099,1,0.01,pwr,2000,37,0
0.74089,2,0.01,pwr,2000,37,0
0.74139,3,0.01,pwr,2000,37,0
0.74128,4,0.01,pwr,2000,37,0
0.74177,8,0.01,pwr,2000,37,0
0.74278,12,0.01,pwr,2000,37,0
0.74442,20,0.01,pwr,2000,37,0
0.74727,40,0.01,pwr,2000,37,0
0.75055,80,0.01,pwr,2000,37,0
0.75769,200,0.01,pwr,2000,37,0
0.74147,0,0.012,pwr,2000,37,0
0.74102,1,0.012,pwr,2000,37,0
0.74097,2,0.012,pwr,2000,37,0
0.74145,3,0.012,pwr,2000,37,0
0.74171,4,0.012,pwr,2000,37,0
0.74182,8,0.012,pwr,2000,37,0
0.74241,12,0.012,pwr,2000,37,0
0.74311,20,0.012,pwr,2000,37,0
0.74542,40,0.012,pwr,2000,37,0
0.74826,80,0.012,pwr,2000,37,0
0.75356,200,0.012,pwr,2000,37,0
0.74147,0,0.014,pwr,2000,37,0
0.74086,1,0.014,pwr,2000,37,0
0.74134,2,0.014,pwr,2000,37,0
0.74185,3,0.014,pwr,2000,37,0
0.741,4,0.014,pwr,2000,37,0
0.74187,8,0.014,pwr,2000,37,0
0.7411,12,0.014,pwr,2000,37,0
0.74172,20,0.014,pwr,2000,37,0
0.74419,40,0.014,pwr,2000,37,0
0.74576,80,0.014,pwr,2000,37,0
0.74992,200,0.014,pwr,2000,37,0
0.74147,0,0.016,pwr,2000,37,0
0.74122,1,0.016,pwr,2000,37,0
0.74155,2,0.016,pwr,2000,37,0
0.74144,3,0.016,pwr,2000,37,0
0.74097,4,0.016,pwr,2000,37,0
0.74154,8,0.016,pwr,2000,37,0
0.74176,12,0.016,pwr,2000,37,0
0.74231,20,0.016,pwr,2000,37,0
0.74222,40,0.016,pwr,2000,37,0
0.74465,80,0.016,pwr,2000,37,0
0.74783,200,0.016,pwr,2000,37,0
0.74147,0,0.018,pwr,2000,37,0
0.74117,1,0.018,pwr,2000,37,0
0.74127,2,0.018,pwr,2000,37,0
0.74082,3,0.018,pwr,2000,37,0
0.74124,4,0.018,pwr,2000,37,0
0.74109,8,0.018,pwr,2000,37,0
0.74191,12,0.018,pwr,2000,37,0
0.74124,20,0.018,pwr,2000,37,0
0.74255,40,0.018,pwr,2000,37,0
0.74309,80,0.018,pwr,2000,37,0
0.74508,200,0.018,pwr,2000,37,0
0.74147,0,0.02,pwr,2000,37,0
0.74103,1,0.02,pwr,2000,37,0
0.74148,2,0.02,pwr,2000,37,0
0.74127,3,0.02,pwr,2000,37,0
0.74148,4,0.02,pwr,2000,37,0
0.74089,8,0.02,pwr,2000,37,0
0.74154,12,0.02,pwr,2000,37,0
0.74135,20,0.02,pwr,2000,37,0
0.74124,40,0.02,pwr,2000,37,0
0.74201,80,0.02,pwr,2000,37,0
0.74345,200,0.02,pwr,2000,37,0
0.74147,0,0.022,pwr,2000,37,0
0.74107,1,0.022,pwr,2000,37,0
0.74123,2,0.022,pwr,2000,37,0
0.741,3,0.022,pwr,2000,37,0
0.74155,4,0.022,pwr,2000,37,0
0.74146,8,0.022,pwr,2000,37,0
0.74068,12,0.022,pwr,2000,37,0
0.74156,20,0.022,pwr,2000,37,0
0.74102,40,0.022,pwr,2000,37,0
0.74115,80,0.022,pwr,2000,37,0
0.74147,200,0.022,pwr,2000,37,0
0.70386,0,1.00E-11,pwr,2500,37,0
0.70463,1,1.00E-11,pwr,2500,37,0
0.70542,2,1.00E-11,pwr,2500,37,0
0.70671,3,1.00E-11,pwr,2500,37,0
0.70924,4,1.00E-11,pwr,2500,37,0
0.71921,8,1.00E-11,pwr,2500,37,0
0.72721,12,1.00E-11,pwr,2500,37,0
0.73719,20,1.00E-11,pwr,2500,37,0
0.74945,40,1.00E-11,pwr,2500,37,0
0.75883,80,1.00E-11,pwr,2500,37,0
0.77103,200,1.00E-11,pwr,2500,37,0
0.70386,0,0.002,pwr,2500,37,0
0.70418,1,0.002,pwr,2500,37,0
0.70458,2,0.002,pwr,2500,37,0
0.70434,3,0.002,pwr,2500,37,0
0.70562,4,0.002,pwr,2500,37,0
0.70954,8,0.002,pwr,2500,37,0
0.71329,12,0.002,pwr,2500,37,0
0.71876,20,0.002,pwr,2500,37,0
0.72811,40,0.002,pwr,2500,37,0
0.7356,80,0.002,pwr,2500,37,0
0.74603,200,0.002,pwr,2500,37,0
0.70386,0,0.004,pwr,2500,37,0
0.70397,1,0.004,pwr,2500,37,0
0.70424,2,0.004,pwr,2500,37,0
0.7044,3,0.004,pwr,2500,37,0
0.70529,4,0.004,pwr,2500,37,0
0.70646,8,0.004,pwr,2500,37,0
0.70899,12,0.004,pwr,2500,37,0
0.71336,20,0.004,pwr,2500,37,0
0.71986,40,0.004,pwr,2500,37,0
0.72587,80,0.004,pwr,2500,37,0
0.73526,200,0.004,pwr,2500,37,0
0.70386,0,0.006,pwr,2500,37,0
0.70414,1,0.006,pwr,2500,37,0
0.70449,2,0.006,pwr,2500,37,0
0.70476,3,0.006,pwr,2500,37,0
0.70495,4,0.006,pwr,2500,37,0
0.70547,8,0.006,pwr,2500,37,0
0.70738,12,0.006,pwr,2500,37,0
0.70967,20,0.006,pwr,2500,37,0
0.71419,40,0.006,pwr,2500,37,0
0.72001,80,0.006,pwr,2500,37,0
0.72869,200,0.006,pwr,2500,37,0
0.70386,0,0.008,pwr,2500,37,0
0.70373,1,0.008,pwr,2500,37,0
0.70451,2,0.008,pwr,2500,37,0
0.7044,3,0.008,pwr,2500,37,0
0.70385,4,0.008,pwr,2500,37,0
0.70505,8,0.008,pwr,2500,37,0
0.70598,12,0.008,pwr,2500,37,0
0.70708,20,0.008,pwr,2500,37,0
0.71159,40,0.008,pwr,2500,37,0
0.71558,80,0.008,pwr,2500,37,0
0.72305,200,0.008,pwr,2500,37,0
0.70386,0,0.01,pwr,2500,37,0
0.70378,1,0.01,pwr,2500,37,0
0.70428,2,0.01,pwr,2500,37,0
0.70434,3,0.01,pwr,2500,37,0
0.70376,4,0.01,pwr,2500,37,0
0.70465,8,0.01,pwr,2500,37,0
0.70566,12,0.01,pwr,2500,37,0
0.70632,20,0.01,pwr,2500,37,0
0.70926,40,0.01,pwr,2500,37,0
0.71298,80,0.01,pwr,2500,37,0
0.71944,200,0.01,pwr,2500,37,0
0.70386,0,0.012,pwr,2500,37,0
0.70426,1,0.012,pwr,2500,37,0
0.70344,2,0.012,pwr,2500,37,0
0.70472,3,0.012,pwr,2500,37,0
0.70453,4,0.012,pwr,2500,37,0
0.70426,8,0.012,pwr,2500,37,0
0.70456,12,0.012,pwr,2500,37,0
0.70547,20,0.012,pwr,2500,37,0
0.70747,40,0.012,pwr,2500,37,0
0.71023,80,0.012,pwr,2500,37,0
0.71547,200,0.012,pwr,2500,37,0
0.70386,0,0.014,pwr,2500,37,0
0.70407,1,0.014,pwr,2500,37,0
0.70368,2,0.014,pwr,2500,37,0
0.70404,3,0.014,pwr,2500,37,0
0.70364,4,0.014,pwr,2500,37,0
0.70452,8,0.014,pwr,2500,37,0
0.70423,12,0.014,pwr,2500,37,0
0.70486,20,0.014,pwr,2500,37,0
0.70527,40,0.014,pwr,2500,37,0
0.70849,80,0.014,pwr,2500,37,0
0.71186,200,0.014,pwr,2500,37,0
0.70386,0,0.016,pwr,2500,37,0
0.70372,1,0.016,pwr,2500,37,0
0.70383,2,0.016,pwr,2500,37,0
0.70379,3,0.016,pwr,2500,37,0
0.70408,4,0.016,pwr,2500,37,0
0.70401,8,0.016,pwr,2500,37,0
0.70398,12,0.016,pwr,2500,37,0
0.7048,20,0.016,pwr,2500,37,0
0.70517,40,0.016,pwr,2500,37,0
0.70727,80,0.016,pwr,2500,37,0
0.71012,200,0.016,pwr,2500,37,0
0.70386,0,0.018,pwr,2500,37,0
0.70339,1,0.018,pwr,2500,37,0
0.70369,2,0.018,pwr,2500,37,0
0.7037,3,0.018,pwr,2500,37,0
0.70365,4,0.018,pwr,2500,37,0
0.70423,8,0.018,pwr,2500,37,0
0.70402,12,0.018,pwr,2500,37,0
0.70412,20,0.018,pwr,2500,37,0
0.705,40,0.018,pwr,2500,37,0
0.7054,80,0.018,pwr,2500,37,0
0.70774,200,0.018,pwr,2500,37,0
0.70386,0,0.02,pwr,2500,37,0
0.70374,1,0.02,pwr,2500,37,0
0.70403,2,0.02,pwr,2500,37,0
0.70375,3,0.02,pwr,2500,37,0
0.70417,4,0.02,pwr,2500,37,0
0.7041,8,0.02,pwr,2500,37,0
0.7035,12,0.02,pwr,2500,37,0
0.70466,20,0.02,pwr,2500,37,0
0.70469,40,0.02,pwr,2500,37,0
0.70471,80,0.02,pwr,2500,37,0
0.70617,200,0.02,pwr,2500,37,0
0.70386,0,0.022,pwr,2500,37,0
0.70343,1,0.022,pwr,2500,37,0
0.70395,2,0.022,pwr,2500,37,0
0.7037,3,0.022,pwr,2500,37,0
0.70436,4,0.022,pwr,2500,37,0
0.70371,8,0.022,pwr,2500,37,0
0.70404,12,0.022,pwr,2500,37,0
0.70334,20,0.022,pwr,2500,37,0
0.70371,40,0.022,pwr,2500,37,0
0.70389,80,0.022,pwr,2500,37,0
0.70386,200,0.022,pwr,2500,37,0
0.97448,1,1.00E-11,pwr,0,41,0
0.97762,2,1.00E-11,pwr,0,41,0
0.98773,3,1.00E-11,pwr,0,41,0
1.00111,4,1.00E-11,pwr,0,41,0
1.02923,8,1.00E-11,pwr,0,41,0
1.04615,12,1.00E-11,pwr,0,41,0
1.07019,20,1.00E-11,pwr,0,41,0
1.09388,40,1.00E-11,pwr,0,41,0
1.11044,80,1.00E-11,pwr,0,41,0
1.13053,200,1.00E-11,pwr,0,41,0
0.97277,1,0.002,pwr,0,41,0
0.974,2,0.002,pwr,0,41,0
0.97569,3,0.002,pwr,0,41,0
0.97713,4,0.002,pwr,0,41,0
0.98663,8,0.002,pwr,0,41,0
0.99434,12,0.002,pwr,0,41,0
1.00738,20,0.002,pwr,0,41,0
1.02184,40,0.002,pwr,0,41,0
1.03488,80,0.002,pwr,0,41,0
1.05061,200,0.002,pwr,0,41,0
0.97351,1,0.004,pwr,0,41,0
0.97385,2,0.004,pwr,0,41,0
0.97419,3,0.004,pwr,0,41,0
0.97559,4,0.004,pwr,0,41,0
0.97805,8,0.004,pwr,0,41,0
0.98254,12,0.004,pwr,0,41,0
0.99006,20,0.004,pwr,0,41,0
1.00128,40,0.004,pwr,0,41,0
1.01102,80,0.004,pwr,0,41,0
1.02516,200,0.004,pwr,0,41,0
0.9734,1,0.006,pwr,0,41,0
0.97327,2,0.006,pwr,0,41,0
0.97387,3,0.006,pwr,0,41,0
0.97468,4,0.006,pwr,0,41,0
0.97553,8,0.006,pwr,0,41,0
0.97807,12,0.006,pwr,0,41,0
0.98284,20,0.006,pwr,0,41,0
0.98988,40,0.006,pwr,0,41,0
0.99741,80,0.006,pwr,0,41,0
1.01007,200,0.006,pwr,0,41,0
0.97331,1,0.008,pwr,0,41,0
0.97317,2,0.008,pwr,0,41,0
0.9737,3,0.008,pwr,0,41,0
0.97336,4,0.008,pwr,0,41,0
0.97453,8,0.008,pwr,0,41,0
0.97584,12,0.008,pwr,0,41,0
0.97838,20,0.008,pwr,0,41,0
0.98391,40,0.008,pwr,0,41,0
0.98944,80,0.008,pwr,0,41,0
1.00032,200,0.008,pwr,0,41,0
0.97366,1,0.01,pwr,0,41,0
0.97347,2,0.01,pwr,0,41,0
0.97288,3,0.01,pwr,0,41,0
0.97392,4,0.01,pwr,0,41,0
0.9742,8,0.01,pwr,0,41,0
0.97464,12,0.01,pwr,0,41,0
0.97615,20,0.01,pwr,0,41,0
0.97962,40,0.01,pwr,0,41,0
0.98402,80,0.01,pwr,0,41,0
0.99319,200,0.01,pwr,0,41,0
0.97324,1,0.012,pwr,0,41,0
0.97283,2,0.012,pwr,0,41,0
0.97284,3,0.012,pwr,0,41,0
0.97323,4,0.012,pwr,0,41,0
0.97359,8,0.012,pwr,0,41,0
0.97413,12,0.012,pwr,0,41,0
0.9749,20,0.012,pwr,0,41,0
0.97722,40,0.012,pwr,0,41,0
0.97996,80,0.012,pwr,0,41,0
0.98677,200,0.012,pwr,0,41,0
0.97241,1,0.014,pwr,0,41,0
0.97317,2,0.014,pwr,0,41,0
0.9728,3,0.014,pwr,0,41,0
0.97332,4,0.014,pwr,0,41,0
0.97378,8,0.014,pwr,0,41,0
0.97361,12,0.014,pwr,0,41,0
0.97408,20,0.014,pwr,0,41,0
0.9753,40,0.014,pwr,0,41,0
0.97725,80,0.014,pwr,0,41,0
0.98199,200,0.014,pwr,0,41,0
0.97369,1,0.016,pwr,0,41,0
0.97279,2,0.016,pwr,0,41,0
0.97269,3,0.016,pwr,0,41,0
0.97313,4,0.016,pwr,0,41,0
0.97319,8,0.016,pwr,0,41,0
0.9729,12,0.016,pwr,0,41,0
0.97293,20,0.016,pwr,0,41,0
0.97455,40,0.016,pwr,0,41,0
0.97531,80,0.016,pwr,0,41,0
0.97807,200,0.016,pwr,0,41,0
0.97322,1,0.018,pwr,0,41,0
0.97295,2,0.018,pwr,0,41,0
0.97304,3,0.018,pwr,0,41,0
0.97288,4,0.018,pwr,0,41,0
0.97311,8,0.018,pwr,0,41,0
0.97318,12,0.018,pwr,0,41,0
0.97274,20,0.018,pwr,0,41,0
0.97324,40,0.018,pwr,0,41,0
0.97373,80,0.018,pwr,0,41,0
0.97417,200,0.018,pwr,0,41,0
0.97247,1,0.02,pwr,0,41,0
0.97265,2,0.02,pwr,0,41,0
0.97325,3,0.02,pwr,0,41,0
0.97325,4,0.02,pwr,0,41,0
0.97313,8,0.02,pwr,0,41,0
0.97368,12,0.02,pwr,0,41,0
0.97272,20,0.02,pwr,0,41,0
0.97226,40,0.02,pwr,0,41,0
0.97193,80,0.02,pwr,0,41,0
0.97102,200,0.02,pwr,0,41,0
0.97305,1,0.022,pwr,0,41,0
0.9729,2,0.022,pwr,0,41,0
0.97285,3,0.022,pwr,0,41,0
0.97262,4,0.022,pwr,0,41,0
0.97271,8,0.022,pwr,0,41,0
0.97282,12,0.022,pwr,0,41,0
0.97243,20,0.022,pwr,0,41,0
0.97213,40,0.022,pwr,0,41,0
0.9711,80,0.022,pwr,0,41,0
0.96793,200,0.022,pwr,0,41,0
0.89808,1,1.00E-11,pwr,500,41,0
0.89936,2,1.00E-11,pwr,500,41,0
0.90488,3,1.00E-11,pwr,500,41,0
0.91376,4,1.00E-11,pwr,500,41,0
0.93496,8,1.00E-11,pwr,500,41,0
0.94777,12,1.00E-11,pwr,500,41,0
0.96732,20,1.00E-11,pwr,500,41,0
0.98681,40,1.00E-11,pwr,500,41,0
1.0004,80,1.00E-11,pwr,500,41,0
1.01829,200,1.00E-11,pwr,500,41,0
0.89713,1,0.002,pwr,500,41,0
0.89803,2,0.002,pwr,500,41,0
0.89845,3,0.002,pwr,500,41,0
0.89956,4,0.002,pwr,500,41,0
0.90636,8,0.002,pwr,500,41,0
0.91267,12,0.002,pwr,500,41,0
0.92268,20,0.002,pwr,500,41,0
0.9356,40,0.002,pwr,500,41,0
0.94594,80,0.002,pwr,500,41,0
0.96024,200,0.002,pwr,500,41,0
0.89676,1,0.004,pwr,500,41,0
0.89767,2,0.004,pwr,500,41,0
0.89768,3,0.004,pwr,500,41,0
0.89802,4,0.004,pwr,500,41,0
0.90087,8,0.004,pwr,500,41,0
0.90429,12,0.004,pwr,500,41,0
0.90969,20,0.004,pwr,500,41,0
0.91965,40,0.004,pwr,500,41,0
0.92719,80,0.004,pwr,500,41,0
0.94044,200,0.004,pwr,500,41,0
0.89649,1,0.006,pwr,500,41,0
0.89633,2,0.006,pwr,500,41,0
0.89695,3,0.006,pwr,500,41,0
0.8974,4,0.006,pwr,500,41,0
0.89885,8,0.006,pwr,500,41,0
0.90053,12,0.006,pwr,500,41,0
0.90379,20,0.006,pwr,500,41,0
0.91099,40,0.006,pwr,500,41,0
0.91716,80,0.006,pwr,500,41,0
0.92762,200,0.006,pwr,500,41,0
0.89659,1,0.008,pwr,500,41,0
0.89717,2,0.008,pwr,500,41,0
0.89702,3,0.008,pwr,500,41,0
0.89692,4,0.008,pwr,500,41,0
0.89786,8,0.008,pwr,500,41,0
0.89895,12,0.008,pwr,500,41,0
0.90084,20,0.008,pwr,500,41,0
0.90528,40,0.008,pwr,500,41,0
0.91024,80,0.008,pwr,500,41,0
0.91947,200,0.008,pwr,500,41,0
0.89675,1,0.01,pwr,500,41,0
0.89673,2,0.01,pwr,500,41,0
0.89667,3,0.01,pwr,500,41,0
0.89713,4,0.01,pwr,500,41,0
0.89712,8,0.01,pwr,500,41,0
0.8983,12,0.01,pwr,500,41,0
0.89899,20,0.01,pwr,500,41,0
0.90206,40,0.01,pwr,500,41,0
0.90552,80,0.01,pwr,500,41,0
0.91323,200,0.01,pwr,500,41,0
0.89659,1,0.012,pwr,500,41,0
0.89632,2,0.012,pwr,500,41,0
0.89706,3,0.012,pwr,500,41,0
0.89669,4,0.012,pwr,500,41,0
0.89729,8,0.012,pwr,500,41,0
0.8976,12,0.012,pwr,500,41,0
0.89815,20,0.012,pwr,500,41,0
0.90054,40,0.012,pwr,500,41,0
0.90267,80,0.012,pwr,500,41,0
0.90864,200,0.012,pwr,500,41,0
0.89678,1,0.014,pwr,500,41,0
0.89672,2,0.014,pwr,500,41,0
0.89642,3,0.014,pwr,500,41,0
0.89714,4,0.014,pwr,500,41,0
0.89678,8,0.014,pwr,500,41,0
0.89727,12,0.014,pwr,500,41,0
0.89754,20,0.014,pwr,500,41,0
0.89837,40,0.014,pwr,500,41,0
0.89997,80,0.014,pwr,500,41,0
0.90414,200,0.014,pwr,500,41,0
0.89684,1,0.016,pwr,500,41,0
0.89636,2,0.016,pwr,500,41,0
0.89646,3,0.016,pwr,500,41,0
0.89712,4,0.016,pwr,500,41,0
0.89657,8,0.016,pwr,500,41,0
0.89679,12,0.016,pwr,500,41,0
0.89679,20,0.016,pwr,500,41,0
0.89723,40,0.016,pwr,500,41,0
0.89814,80,0.016,pwr,500,41,0
0.90025,200,0.016,pwr,500,41,0
0.89671,1,0.018,pwr,500,41,0
0.89684,2,0.018,pwr,500,41,0
0.89676,3,0.018,pwr,500,41,0
0.89643,4,0.018,pwr,500,41,0
0.89638,8,0.018,pwr,500,41,0
0.89676,12,0.018,pwr,500,41,0
0.89668,20,0.018,pwr,500,41,0
0.89677,40,0.018,pwr,500,41,0
0.89692,80,0.018,pwr,500,41,0
0.89766,200,0.018,pwr,500,41,0
0.89633,1,0.02,pwr,500,41,0
0.89661,2,0.02,pwr,500,41,0
0.89672,3,0.02,pwr,500,41,0
0.89653,4,0.02,pwr,500,41,0
0.89677,8,0.02,pwr,500,41,0
0.8965,12,0.02,pwr,500,41,0
0.89631,20,0.02,pwr,500,41,0
0.89607,40,0.02,pwr,500,41,0
0.89526,80,0.02,pwr,500,41,0
0.89399,200,0.02,pwr,500,41,0
0.89648,1,0.022,pwr,500,41,0
0.89616,2,0.022,pwr,500,41,0
0.89586,3,0.022,pwr,500,41,0
0.89664,4,0.022,pwr,500,41,0
0.89674,8,0.022,pwr,500,41,0
0.8963,12,0.022,pwr,500,41,0
0.89672,20,0.022,pwr,500,41,0
0.89582,40,0.022,pwr,500,41,0
0.89466,80,0.022,pwr,500,41,0
0.89172,200,0.022,pwr,500,41,0
0.83677,1,1.00E-11,pwr,1000,41,0
0.83761,2,1.00E-11,pwr,1000,41,0
0.84063,3,1.00E-11,pwr,1000,41,0
0.84648,4,1.00E-11,pwr,1000,41,0
0.86358,8,1.00E-11,pwr,1000,41,0
0.87375,12,1.00E-11,pwr,1000,41,0
0.88927,20,1.00E-11,pwr,1000,41,0
0.90633,40,1.00E-11,pwr,1000,41,0
0.91778,80,1.00E-11,pwr,1000,41,0
0.93347,200,1.00E-11,pwr,1000,41,0
0.83583,1,0.002,pwr,1000,41,0
0.83636,2,0.002,pwr,1000,41,0
0.83682,3,0.002,pwr,1000,41,0
0.83756,4,0.002,pwr,1000,41,0
0.8426,8,0.002,pwr,1000,41,0
0.84701,12,0.002,pwr,1000,41,0
0.85603,20,0.002,pwr,1000,41,0
0.8675,40,0.002,pwr,1000,41,0
0.87691,80,0.002,pwr,1000,41,0
0.88942,200,0.002,pwr,1000,41,0
0.83528,1,0.004,pwr,1000,41,0
0.83608,2,0.004,pwr,1000,41,0
0.83638,3,0.004,pwr,1000,41,0
0.83669,4,0.004,pwr,1000,41,0
0.83859,8,0.004,pwr,1000,41,0
0.84195,12,0.004,pwr,1000,41,0
0.84655,20,0.004,pwr,1000,41,0
0.85475,40,0.004,pwr,1000,41,0
0.86168,80,0.004,pwr,1000,41,0
0.87296,200,0.004,pwr,1000,41,0
0.83569,1,0.006,pwr,1000,41,0
